SS_TimeStamp,A_3FBFP04-SD_MCB,A_AFCFLW_MCB,A_314M02CR_DAB,A_TE31905_FSSS,A_PT31906_DAB,A_TE31412_RIO,A_TE31413_RIO,A_TE31414_RIO,A_TE31415_RIO,A_TE31416_RIO,A_TE31409_RIO,A_TE31410_RIO,A_TE31411_RIO,A_TE30502_DAB,A_PT30704_DAB,A_TE31906_FSSS,A_TE31907_FSSS,A_PT32402_MCB,A_324PCV02_MCB
2017/4/12 16:19,254.0776672,29.51667023,34.33590317,36.72270584,0.563548982,66.5,68.40000153,68.30000305,36.20000076,36.29999924,28.70000076,28.70000076,66.70000458,17.35830307,6.112908363,40.78580093,40.20119095,13.11437798,75.06598663
2017/4/12 17:29,228.1927032,26.3656826,31.46933174,36.83943176,0.563091218,65.59999847,67.80000305,67.40000153,36.70000076,36.60000229,28.70000076,28.70000076,65.90000153,17.24912834,5.374427795,40.82478333,40.17520905,11.8887682,62.99860764
2017/4/12 18:39,239.0067139,27.38994408,32.37335968,36.70974731,0.564235568,64.80000305,66.70000458,66.59999847,36.40000153,36.40000153,28.10000038,28.39999962,65,16.32172012,5.525785923,40.70785522,40.08428574,12.35290527,67.67276001
2017/4/12 19:39,227.5747681,25.6961937,30.82850075,36.74864197,0.564617038,64.59999847,66.59999847,66.40000153,36.60000229,36.70000076,28.30000114,28.30000114,64.80000305,16.44640923,5.516020775,40.7208519,40.11025238,11.86948204,62.17955017
2017/4/12 20:49,223.283493,25.56839943,32.5678978,36.50223923,0.564006686,64.09999847,66.09999847,65.90000153,36.40000153,36.5,27.70000076,27.89999962,64.40000153,15.70798397,5.376869202,40.57791901,39.96738434,11.45735741,60.6543045
2017/4/12 21:49,228.124054,25.82589531,33.67218399,36.15214157,0.565837681,63.10000229,65.30000305,64.90000153,35.79999924,35.79999924,26.80000114,26.80000114,63.60000229,15.13137436,5.588037968,40.22715759,39.62971497,11.49048042,61.57161713
2017/4/12 22:59,252.9790955,27.84580803,34.49610901,36.11325455,0.563014925,63.79999924,65.59999847,65.5,35.10000229,35.10000229,26.10000038,26.20000076,64,14.72390366,6.027463913,40.34408569,39.70763397,12.29906845,68.56768036
2017/4/13 0:08,231.8660431,25.62943459,31.03448296,35.81507492,0.561031461,62.10000229,64.30000305,64.09999847,34.29999924,34.29999924,25.5,25.5,62.5,14.03183842,5.684467316,39.96738434,39.38298035,11.1833334,59.59262085
2017/4/13 1:11,247.3489532,28.51529694,35.33720016,35.67247391,0.562480927,61.60000229,63.79999924,63.60000229,33.79999924,33.79999924,24.70000076,24.80000114,62,13.55784225,5.917607784,39.85049057,39.27911377,12.63678169,70.23595428
2017/4/13 2:19,242.9546814,28.04226685,33.55202866,35.49099731,0.563930452,61.29999924,63.29999924,63.10000229,33.40000153,33.40000153,24.60000038,24.60000038,61.70000076,11.97816181,5.99328661,39.68165588,39.09733963,12.81222057,69.0557251
2017/4/13 3:20,232.1750031,25.35858727,33.80378342,35.17994308,0.562786102,60.40000153,62.40000153,62.10000229,32.90000153,33.10000229,23.80000114,23.89999962,60.60000229,11.41965961,5.501373291,39.39596939,38.88960648,11.40826797,59.48394775
2017/4/13 4:22,232.1750031,26.43816376,33.5577507,34.94668961,0.562862396,59.40000153,61.29999924,61.10000229,32.5,32.5,23.30000114,23.39999962,59.60000229,10.41029549,5.429356098,38.99346161,38.51316833,11.92022038,61.79284286
2017/4/13 5:28,255.7598419,28.47142792,34.39884186,34.71344757,0.562328339,59.20000076,61.29999924,61,32,32,22.70000076,22.70000076,59.5,9.144450188,5.610009193,38.87661743,38.38337708,12.49993229,69.17798615
2017/4/13 6:38,295.0335693,31.25429153,37.9119606,34.81709671,0.563396394,61.29999924,63.29999924,63,31.80000114,31.80000114,22.20000076,22.39999962,61.5,8.609792709,6.272810459,39.07136536,38.56509018,13.79352474,81.3062439
2017/4/13 7:38,284.3568726,32.17174149,35.37152863,34.67457581,0.563396394,60.60000229,62.60000229,62.40000153,31.39999962,31.39999962,22.39999962,22.5,60.79999924,10.13899422,6.132438183,38.82471085,38.38337708,14.18349934,83.03417206
2017/4/13 8:39,273.199585,29.67116737,33.23161316,35.06331253,0.561183989,61.29999924,63.5,63.10000229,32.5,32.40000153,24.30000114,24.30000114,61.60000229,13.48870087,5.765028954,39.0843544,38.62997818,13.09742355,74.01028442
2017/4/13 9:49,261.0466919,29.86572075,33.35176849,35.95766449,0.562328339,64.30000305,66.20000458,66,35.5,35.40000153,27.5,27.70000076,64.40000153,17.97403908,5.83826685,40.01932907,39.38298035,13.09860229,76.17596436
2017/4/13 10:50,247.039978,28.85862541,35.25137329,36.77457809,0.562023163,66.80000305,68.90000153,68.70000458,37.40000153,37.29999924,29.89999962,30,67.09999847,19.7296772,5.594141006,40.73384476,40.08428574,12.92013645,73.67755127
2017/4/13 11:58,187.8890686,23.14412117,30.47947884,37.11182022,0.562480927,66.40000153,68.40000153,68.40000153,39.10000229,39,31.39999962,31.39999962,66.70000458,20.80250549,4.466279984,40.95473099,40.31810379,10.51543903,51.95921707
2017/4/13 12:59,212.6411285,25.69047165,33.03707504,37.73451614,0.561260283,68,69.80000305,69.70000458,39.79999924,39.90000153,32.10000229,32.10000229,68.20000458,21.44853592,4.77876091,41.51355362,40.87676239,11.38050938,62.26382065
2017/4/13 14:09,214.9412537,25.60082436,33.28310776,38.2406044,0.561718047,68.90000153,70.90000153,70.70000458,40.5,40.5,32.90000153,32.90000153,69.20000458,22.5922451,4.839792728,41.98152161,41.26662064,11.54014301,61.35162735
2017/4/13 15:10,227.0598145,26.51064301,33.07712936,38.44826126,0.558666468,70.09999847,72.09999847,71.90000153,41.10000229,41.10000229,33.40000153,33.5,70.40000153,22.2529583,5.033872604,42.29354858,41.68252182,11.82145309,64.16252136
2017/4/13 16:19,241.5471497,28.57442665,33.63785553,38.99346161,0.55889535,71.90000153,73.90000153,73.70000458,41.60000229,41.60000229,33.90000153,33.90000153,72.20000458,22.45455551,5.533109665,42.72267914,42.04653549,12.12656689,65.97661591
2017/4/13 17:19,218.6832428,24.47356415,31.81835556,38.95452118,0.564159274,71,73.20000458,72.90000153,41.60000229,41.60000229,33.70000076,33.70000076,71.30000305,21.38525009,4.444308758,42.69667435,42.09853363,10.22372437,50.35319519
2017/4/13 18:29,225.7552643,25.3128109,33.15723038,38.837677,0.564159274,69.59999847,71.70000458,71.40000153,40.90000153,41,32.79999924,32.90000153,69.90000153,20.70772362,4.639609337,42.56661987,41.95552444,10.50982285,52.2650528
2017/4/13 19:39,227.6434174,25.57602882,33.71223831,38.57807541,0.565074742,69.30000305,71.40000153,71,40.29999924,40.29999924,31.89999962,32,69.59999847,18.38361359,4.740921497,42.4365921,41.78652573,10.78466702,54.35057449
2017/4/13 20:39,219.3698578,24.65667152,32.13877106,38.13679123,0.565608799,68.09999847,70.09999847,69.90000153,39.60000229,39.60000229,31.10000038,31.10000038,68.40000153,17.87960243,4.58712244,42.13753128,41.46156693,10.3048687,51.60770035
2017/4/13 21:49,231.454071,26.50110626,32.5678978,37.82535172,0.566905677,67.20000458,69.30000305,69.20000458,39.29999924,39.29999924,30.39999962,30.39999962,67.5,17.42903709,4.848336697,41.7345314,41.08465958,10.78238297,55.96106339
2017/4/13 22:49,276.2892761,30.11558723,35.84070969,37.91617203,0.567973733,69.70000458,71.70000458,71.5,38.90000153,38.79999924,30.30000114,30.30000114,70,15.9853735,5.658834457,41.90353012,41.35759354,12.68691158,70.61617279
2017/4/13 23:49,259.1242065,28.4981308,35.39441681,37.96808624,0.567439735,69.70000458,71.70000458,71.40000153,39,38.90000153,30.30000114,30.39999962,70,16.21781731,5.425694466,41.95552444,41.29259491,11.88899231,64.53083038
2017/4/14 0:50,260.2914124,29.1008625,34.62198639,37.77344131,0.567821205,68.90000153,70.70000458,70.59999847,38.20000076,38.10000229,29,29.10000038,69.20000458,15.84210873,5.494049549,41.83851624,41.17564774,12.27760696,66.30745697
2017/4/14 1:59,247.1086426,27.20111465,34.47894287,37.46205902,0.567363441,66.90000153,69.09999847,68.70000458,37.5,37.5,28.10000038,28.20000076,67.30000305,15.44988728,5.165700436,41.56554413,40.86376572,11.2471962,60.19593811
2017/4/14 3:08,236.1229858,26.05477905,35.26853943,37.20260239,0.567439735,65.30000305,67.30000305,67.09999847,36.60000229,36.60000229,27.20000076,27.39999962,65.40000153,14.2189188,4.913030148,41.27959824,40.65587997,10.99115372,55.94125748
2017/4/14 4:19,232.0720215,26.04714966,34.22718811,36.65787125,0.567897439,63.60000229,65.59999847,65.30000305,35.40000153,35.5,26.20000076,26.20000076,63.90000153,13.29764271,4.792188168,40.7598114,40.20119095,10.98292923,55.92456818
2017/4/14 5:29,257.8539734,28.70031357,33.42042923,36.54114914,0.567134559,63.79999924,66,65.59999847,34.90000153,35,25.89999962,26,64.20000458,13.11400318,5.241379261,40.62989426,40.05830383,11.88334751,64.28549957
2017/4/14 6:29,290.4333191,30.94338989,36.64174652,36.4892807,0.568812966,65.59999847,67.5,67.40000153,34.60000229,34.60000229,25.60000038,25.70000076,65.80000305,12.31801414,6.098260403,40.73384476,40.14922714,12.68407917,70.93231964
2017/4/14 7:29,290.4676514,32.19081497,35.11977386,36.55410767,0.567363441,66.20000458,68.30000305,68.09999847,35.29999924,35.20000076,26.30000114,26.30000114,66.59999847,13.22621346,6.138541222,40.78580093,40.16221619,13.55203629,77.5896225
2017/4/14 8:39,278.6924133,29.61013222,34.73641968,37.07289886,0.568050027,67.70000458,69.70000458,69.59999847,36.90000153,36.90000153,28.10000038,28.10000038,67.90000153,16.6629734,5.917607784,41.1496582,40.55193329,12.51028633,69.32215118
2017/4/14 9:48,261.5959778,28.12809944,33.74084473,37.74749756,0.565608799,68.40000153,70.40000153,70.20000458,38.79999924,38.79999924,30.60000038,30.60000038,68.70000458,20.58798218,5.506255627,41.7345314,41.05868912,11.84382534,63.36175537
2017/4/14 10:49,264.4110413,28.72701645,34.04981613,38.64296341,0.56293869,70.70000458,72.90000153,72.70000458,40.60000229,40.5,32.79999924,32.90000153,71.09999847,22.85923767,5.601464748,42.41059113,41.76052856,11.93954277,65.35064697
2017/4/14 11:49,192.9012756,29.28206253,35.10832977,39.09733963,0.561489165,70.90000153,72.90000153,72.70000458,42,41.90000153,34.29999924,34.29999924,71.20000458,24.44685364,5.622215271,42.83973694,42.20254898,12.2609396,67.04608917
2017/4/14 12:57,230.1495209,25.55695343,31.78974724,39.81151581,0.555920064,73,75,74.80000305,43.40000153,43.60000229,35.79999924,35.90000153,73.20000458,26.05090904,5.019225121,43.4380722,42.78770828,10.60513973,53.82757568
2017/4/14 13:57,216.6577606,24.14167976,31.46933174,40.22715759,0.556072652,73.20000458,75.30000305,75.09999847,44.10000229,44,36.5,36.60000229,73.59999847,25.90955162,4.825144768,43.89344025,43.22992706,10.21930885,49.43674469
2017/4/14 14:58,218.3056183,24.95231628,29.97596931,40.56492615,0.555386007,73.59999847,75.59999847,75.30000305,44.60000229,44.60000229,37,37.10000229,73.80000305,26.77782059,4.894720554,44.15369797,43.50311279,10.49124813,53.07718277
2017/4/14 15:59,243.5726318,27.85725212,34.33590317,40.82478333,0.553707659,74.59999847,76.70000458,76.40000153,45.20000076,45.10000229,37.5,37.60000229,74.90000153,27.18679619,5.370766163,44.50509262,43.84139633,11.66805077,62.99757004
2017/4/14 16:59,241.7874603,27.54253387,32.41341019,41.1496582,0.554699421,75.40000153,77.5,77.40000153,45.20000076,45.10000229,37.29999924,37.5,75.80000305,26.21738434,5.299969673,44.80446625,44.15369797,11.36320305,61.6909256
