SS_TimeStamp,GROSS_LOAD,AMBIENT_TEMPERATURE,SUCTION_STRAINER_DP,SUCTION_PRESSURE_1,SUCTION_TEMP_1,DISCHARGE_PRESSURE,PUMP_DELTA_PRESS_CV,DISCHARGE_TEMP_1,FLOW_1,FLOW_2,DISCHARGE_FLOW_COMMON,MOTOR_CURRENT,MOTOR_OB_TEMP_1,MOTOR_IB_TEMP_1,MOTOR_STATOR_TEMP_1,MOTOR_STATOR_TEMP_2,MOTOR_STATOR_TEMP_3,PUMP_IB_TEMP_1,PUMP_OB_TEMP_1,PUMP_OB_TEMP_2,IB_SEAL_DRAIN_TEMP,OB_SEAL_DRAIN_TEMP
1/1/2013 16:00,622.7528076,4.839684486,10.81460667,1.0966506,174.8826447,2.666341305,1.569690705,174.9096222,969.2084351,970.8259888,984.8650513,70.43478394,20.53331947,36.22328186,47.41646576,44.71187592,43.45438385,51.18189621,63.36444473,53.72924423,32.26804352,29.89842224
1/2/2013 4:00,599.7648926,-2.502977133,9.868099213,1.152753949,177.4747009,2.722520828,1.569766879,177.5287476,913.4060669,914.2634277,927.854126,68.38298798,16.67373848,32.44889832,42.22975159,39.6264801,38.4744339,49.07792282,62.23019791,52.14342499,29.38856125,26.58895493
1/2/2013 22:00,990.3596191,-3.345537186,26.35564041,1.321446061,185.3177643,2.634587288,1.313141227,185.1824036,1534.579224,1533.568848,1544.647461,90.21982574,15.87665272,34.18044662,50.9480629,47.07906723,45.65207291,45.4964447,56.53878784,48.48073196,29.16915512,28.13683319
1/2/2013 23:00,898.407959,-3.907131195,20.79873085,1.269540787,183.2063599,2.671226263,1.401685476,183.2604828,1358.302002,1354.865356,1368.560425,84.35759735,15.38819981,33.56008911,48.76633072,45.13330078,43.78491211,45.85960388,57.00726318,48.42881775,28.39489937,27.28542519
1/3/2013,832.8423462,-4.187909603,18.66145706,1.225268722,181.0693054,2.66145587,1.436187148,180.988205,1289.696655,1289.696655,1298.12854,82.01270294,14.92552471,32.62976074,46.22280502,42.77397537,41.53015518,45.93742752,57.24154282,48.42881775,27.28542519,26.43421173
2/1/2013 5:00,630.9484253,4.301599979,11.28786087,1.264960885,182.3946838,2.812897205,1.54793632,182.448761,981.1127319,982.6972656,994.1094971,72.1934433,22.00112534,37.18047333,49.55185318,46.87147903,45.63910294,51.96149445,64.51213074,54.74352646,34.8590889,32.70727539
2/26/2013 12:00,711.3062744,8.159795761,13.69992733,1.040928841,171.9960022,2.571690321,1.53076148,172.0499573,1093.035278,1094.115723,1102.711914,75.19784546,25.81529617,41.71151352,55.53045273,52.7542572,51.38327026,52.97523117,63.67741776,54.50292206,35.04656219,33.9154892
2/27/2013 1:00,554.7884521,8.429136276,8.524670601,0.878724933,162.8139343,2.481925011,1.603200078,162.9013367,863.9298706,863.4702759,875.3491211,67.21054077,24.62932968,39.35461426,50.25962448,47.81228256,46.65090942,53.41721344,65.97338104,55.91422653,36.41082001,33.77331543
2/27/2013 17:00,686.319397,9.712011337,12.8602829,1.028334141,171.8948975,2.572911739,1.544577598,172.1038513,1057.145264,1058.63269,1069.354004,74.83145142,26.71792603,42.04836655,56.42817307,53.61222839,52.24739075,53.48871613,64.35561371,55.15971756,36.49489594,35.5120163
2/28/2013 4:00,668.5287476,7.781468391,12.5549593,1.000854969,169.9203339,2.546653748,1.545798779,169.9742432,1047.099121,1048.604248,1060.568115,74.24523926,24.13961983,39.95014572,52.94923019,50.29859161,49.02597809,52.84524155,64.38168335,54.95162964,35.13706589,33.84440994
