时间, Changliu3 - Avg[I 有效值 A] (A), Changliu1 - Avg[I 有效值 A] (A), Changliu2 - Avg[I 有效值 A] (A), KunYang3 - Avg[I 有效值 A] (A), KunYang1 - Avg[I 有效值 A] (A), WanKe2 - Avg[I 有效值 A] (A), WanKe1 - Avg[I 有效值 A] (A), QinZhou4 - Avg[I 有效值 A] (A), QinZhou3 - Avg[I 有效值 A] (A), JiangChuan5 - Avg[I 有效值 A] (A), JiangChuan3 - Avg[I 有效值 A] (A), JiangChuan1 - Avg[I 有效值 A] (A), JiangChuan4 - Avg[I 有效值 A] (A), JiangChuan2 - Avg[I 有效值 A] (A)
2018-02-05 08:12:00,40.2612571716309,0.0,29.7682113647461,0.8719522356987,95.3416748046875,119.451072692871,84.9886932373047,43.5725898742676,8.90642070770264,79.7688522338867,78.1475143432617,103.436485290527,103.151832580566,0.0
2018-02-05 08:15:00,38.5273475646973,0.0,33.6117973327637,0.912268042564392,97.2380905151367,116.626586914063,85.4608535766602,45.1576881408691,9.03869724273682,79.7636337280273,78.5608444213867,105.892959594727,103.466461181641,0.0
2018-02-05 08:18:00,39.2003021240234,0.0,27.8742141723633,1.15141427516937,99.0632019042969,117.55738067627,85.4887847900391,44.9322853088379,9.27821922302246,81.7709121704102,79.10302734375,105.248504638672,103.910903930664,0.0
2018-02-05 08:21:00,39.8692207336426,0.0,34.0192413330078,1.09584081172943,108.068305969238,118.392547607422,85.7841033935547,44.4933128356934,9.88452529907227,84.5380935668945,78.8279190063477,102.982376098633,103.79573059082,0.0
2018-02-05 08:24:00,39.8070297241211,0.0,27.9649276733398,1.00287783145905,120.10009765625,118.014846801758,85.9731597900391,44.6159553527832,10.5052814483643,89.0188751220703,80.1649551391602,107.140991210938,103.72200012207,0.0
2018-02-05 08:27:00,39.2150840759277,0.0,31.7693328857422,0.866372108459473,138.023849487305,118.947296142578,87.1791076660156,45.298210144043,10.3073978424072,87.5433578491211,80.9837875366211,108.166900634766,104.265037536621,0.0
2018-02-05 08:30:00,39.7627983093262,0.0,30.4385623931885,0.862990856170654,122.913650512695,119.229515075684,86.7464370727539,44.1505317687988,10.7186889648438,89.928825378418,81.9916000366211,110.044326782227,105.890846252441,0.0
2018-02-05 08:33:00,39.5097045898438,0.0,35.0608673095703,0.86339545249939,120.615051269531,122.146263122559,83.3559112548828,45.9640617370605,11.0011291503906,91.0554428100586,82.2279815673828,108.64421081543,103.838775634766,0.0
2018-02-05 08:36:00,43.8484001159668,0.0,31.303674697876,0.862779974937439,124.028450012207,122.692687988281,83.3379974365234,45.3438339233398,11.1130447387695,94.4233169555664,81.7580795288086,107.168830871582,109.527275085449,0.0
2018-02-05 08:39:00,41.166259765625,0.0,30.7825050354004,0.864390790462494,120.959625244141,122.078590393066,85.6118698120117,44.9024543762207,10.6774053573608,93.6917572021484,82.3424072265625,108.230934143066,107.74821472168,0.0
2018-02-05 08:42:00,38.1682510375977,0.0,34.3479652404785,0.863745987415314,116.729103088379,127.861549377441,87.0280075073242,45.300594329834,11.1736793518066,92.9536056518555,82.8040542602539,107.446189880371,108.097366333008,0.0
2018-02-05 08:45:00,40.4822807312012,0.0,28.9323139190674,0.864020109176636,121.418029785156,129.65071105957,87.6347198486328,45.7694129943848,10.5621814727783,91.8466110229492,81.849739074707,107.026054382324,110.247596740723,0.0
2018-02-05 08:48:00,38.0334129333496,0.0,33.7774314880371,0.864709436893463,117.926567077637,128.505279541016,84.3950347900391,44.8305473327637,10.587963104248,91.7827911376953,81.5032958984375,107.725700378418,111.477378845215,0.0
2018-02-05 08:51:00,38.7388687133789,0.0,29.3622303009033,0.868238091468811,115.280685424805,130.340545654297,84.7887268066406,45.2903823852539,11.5163249969482,91.1329498291016,82.132682800293,110.358139038086,112.504905700684,0.0
2018-02-05 08:54:00,41.5803184509277,0.0,33.034984588623,0.862911522388458,114.364379882813,130.37858581543,85.228645324707,45.4286346435547,10.9170541763306,88.0586471557617,81.8901596069336,109.836082458496,118.111289978027,0.0
2018-02-05 08:57:00,38.451416015625,0.0,31.8590145111084,0.862334191799164,115.381973266602,132.089904785156,84.28662109375,45.1608619689941,11.321418762207,88.6891784667969,82.3669891357422,107.321754455566,119.138465881348,0.0
2018-02-05 09:00:00,38.6032066345215,0.0,31.6206378936768,0.862825155258179,129.475936889648,130.781921386719,84.1328735351563,44.8650779724121,11.8624105453491,88.6324157714844,82.8813018798828,111.207565307617,113.293083190918,0.0
2018-02-05 09:03:00,39.8763542175293,0.0,30.5073909759521,0.861786305904388,125.43318939209,133.238311767578,84.2032928466797,45.7823066711426,10.231593132019,89.0442733764648,82.9560317993164,113.339599609375,112.477020263672,0.0
2018-02-05 09:06:00,43.2846565246582,0.0,33.7551803588867,0.862677693367004,106.816604614258,133.40168762207,84.9432754516602,45.554630279541,9.01930141448975,87.7049407958984,83.1544723510742,114.59366607666,113.886909484863,0.0
2018-02-05 09:09:00,38.1462097167969,0.0,35.006649017334,0.862304389476776,102.675033569336,135.100921630859,87.0378036499023,45.3530883789063,9.47720432281494,87.1109619140625,82.5310134887695,113.969123840332,118.297187805176,0.0
2018-02-05 09:12:00,38.0763473510742,0.0,33.4715042114258,0.863545417785645,110.980888366699,136.842300415039,86.2368316650391,46.4411926269531,9.42816734313965,86.6883010864258,82.3340530395508,112.799125671387,120.259826660156,0.0
2018-02-05 09:15:00,41.1719169616699,0.0,33.5770034790039,0.867731690406799,121.125099182129,136.789642333984,84.9800033569336,44.9971885681152,10.3813562393188,87.5610885620117,82.8200531005859,111.496459960938,118.263145446777,0.0
2018-02-05 09:18:00,37.159553527832,0.0,32.5351486206055,0.869860291481018,141.546081542969,134.886779785156,86.9342880249023,45.514045715332,9.55440425872803,88.3668441772461,82.4508666992188,109.57105255127,117.15364074707,0.0
2018-02-05 09:21:00,36.5033264160156,0.0,31.9699020385742,0.875692963600159,128.849609375,134.42594909668,86.8954086303711,46.2937049865723,9.84573173522949,90.1712951660156,82.0942459106445,110.174736022949,118.84400177002,0.0
